Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep) 
 08/01  04:10:00,17.933333333333338,67.83333333333334,0.0,0.0 
 08/01  04:15:00,17.85,68.25,0.0,0.0 
 08/01  04:20:00,17.76666666666667,68.66666666666667,0.0,0.0 
 08/01  04:25:00,17.683333333333335,69.08333333333333,0.0,0.0 
 08/01  04:30:00,17.6,69.5,0.0,0.0 
 08/01  04:35:00,17.51666666666667,69.91666666666666,0.0,0.0 
 08/01  04:40:00,17.433333333333335,70.33333333333334,0.0,0.0 
 08/01  04:45:00,17.35,70.75,0.0,0.0 
 08/01  04:50:00,17.26666666666667,71.16666666666666,0.0,0.0 
 08/01  04:55:00,17.183333333333335,71.58333333333334,0.0,0.0 
 08/01  05:00:00,17.1,72.0,0.0,0.0 
 08/01  05:05:00,17.033333333333336,72.25,0.0,0.0 
 08/01  05:10:00,16.96666666666667,72.5,0.0,0.0 
 08/01  05:15:00,16.900000000000003,72.75,6.75,0.0 
 08/01  05:20:00,16.833333333333337,73.0,7.5,0.0 
 08/01  05:25:00,16.766666666666667,73.25,8.25,0.0 
 08/01  05:30:00,16.700000000000004,73.5,9.0,0.0 
 08/01  05:35:00,16.633333333333334,73.75,13.166666666666668,0.16666666666666675 
 08/01  05:40:00,16.56666666666667,74.0,17.33333333333333,0.33333333333333328 
 08/01  05:45:00,16.5,74.25,21.5,0.5 
 08/01  05:50:00,16.433333333333335,74.5,25.66666666666666,0.6666666666666665 
 08/01  05:55:00,16.366666666666668,74.75,29.833333333333333,0.8333333333333333 
 08/01  06:00:00,16.3,75.0,34.0,1.0 
 08/01  06:05:00,16.266666666666667,75.16666666666667,38.16666666666667,1.1666666666666668 
 08/01  06:10:00,16.233333333333336,75.33333333333333,42.333333333333339,1.3333333333333335 
 08/01  06:15:00,16.200000000000004,75.5,46.5,1.5 
 08/01  06:20:00,16.166666666666669,75.66666666666667,50.66666666666667,1.6666666666666668 
 08/01  06:25:00,16.133333333333334,75.83333333333333,54.83333333333333,1.8333333333333333 
 08/01  06:30:00,16.1,76.0,59.0,2.0 
 08/01  06:35:00,16.066666666666668,76.16666666666667,63.83333333333333,7.583333333333336 
 08/01  06:40:00,16.033333333333336,76.33333333333333,68.66666666666667,13.166666666666665 
 08/01  06:45:00,16.0,76.5,73.5,18.75 
 08/01  06:50:00,15.966666666666667,76.66666666666667,78.33333333333333,24.33333333333333 
 08/01  06:55:00,15.933333333333334,76.83333333333333,83.16666666666666,29.916666666666666 
 08/01  07:00:00,15.9,77.0,88.0,35.5 
 08/01  07:05:00,15.883333333333333,77.08333333333333,92.83333333333333,41.083333333333339 
 08/01  07:10:00,15.866666666666668,77.16666666666667,97.66666666666667,46.66666666666667 
 08/01  07:15:00,15.850000000000002,77.25,102.5,52.25 
 08/01  07:20:00,15.833333333333334,77.33333333333334,107.33333333333333,57.833333333333339 
 08/01  07:25:00,15.816666666666667,77.41666666666666,112.16666666666667,63.416666666666667 
 08/01  07:30:00,15.8,77.5,117.0,69.0 
 08/01  07:35:00,15.783333333333334,77.58333333333333,120.91666666666667,83.83333333333334 
 08/01  07:40:00,15.766666666666666,77.66666666666667,124.83333333333333,98.66666666666666 
 08/01  07:45:00,15.749999999999999,77.75,128.75,113.5 
 08/01  07:50:00,15.733333333333335,77.83333333333333,132.66666666666669,128.33333333333332 
 08/01  07:55:00,15.716666666666667,77.91666666666667,136.58333333333332,143.16666666666667 
 08/01  08:00:00,15.7,78.0,140.5,158.0 
 08/01  08:05:00,15.725,77.91666666666667,144.41666666666667,172.83333333333335 
 08/01  08:10:00,15.75,77.83333333333333,148.33333333333335,187.66666666666669 
 08/01  08:15:00,15.774999999999999,77.75,152.25,202.5 
 08/01  08:20:00,15.8,77.66666666666667,156.16666666666669,217.33333333333335 
 08/01  08:25:00,15.825,77.58333333333333,160.08333333333332,232.16666666666667 
 08/01  08:30:00,15.85,77.5,164.0,247.0 
 08/01  08:35:00,15.875,77.41666666666667,166.58333333333332,262.25 
 08/01  08:40:00,15.899999999999999,77.33333333333333,169.16666666666669,277.5 
 08/01  08:45:00,15.925,77.25,171.75,292.75 
 08/01  08:50:00,15.95,77.16666666666667,174.33333333333332,308.0 
 08/01  08:55:00,15.975,77.08333333333333,176.91666666666667,323.25 
 08/01  09:00:00,16.0,77.0,179.5,338.5 
 08/01  09:05:00,16.091666666666666,76.83333333333333,182.08333333333335,353.75 
 08/01  09:10:00,16.183333333333335,76.66666666666667,184.66666666666669,369.0 
 08/01  09:15:00,16.275,76.5,187.25,384.25 
 08/01  09:20:00,16.366666666666668,76.33333333333334,189.83333333333332,399.5 
 08/01  09:25:00,16.458333333333333,76.16666666666666,192.41666666666669,414.75 
 08/01  09:30:00,16.55,76.0,195.0,430.0 
 08/01  09:35:00,16.641666666666667,75.83333333333333,195.33333333333335,444.41666666666665 
 08/01  09:40:00,16.733333333333336,75.66666666666667,195.66666666666667,458.83333333333339 
 08/01  09:45:00,16.825000000000004,75.5,196.0,473.25 
 08/01  09:50:00,16.916666666666669,75.33333333333333,196.33333333333335,487.66666666666665 
 08/01  09:55:00,17.008333333333334,75.16666666666667,196.66666666666669,502.0833333333333 
 08/01  10:00:00,17.1,75.0,197.0,516.5 
 08/01  10:05:00,17.316666666666668,74.16666666666667,197.33333333333332,530.9166666666666 
 08/01  10:10:00,17.533333333333336,73.33333333333333,197.66666666666669,545.3333333333334 
 08/01  10:15:00,17.75,72.5,198.0,559.75 
 08/01  10:20:00,17.96666666666667,71.66666666666667,198.33333333333335,574.1666666666666 
 08/01  10:25:00,18.183333333333335,70.83333333333333,198.66666666666667,588.5833333333334 
 08/01  10:30:00,18.4,70.0,199.0,603.0 
 08/01  10:35:00,18.616666666666668,69.16666666666667,198.75,615.5833333333334 
 08/01  10:40:00,18.833333333333337,68.33333333333333,198.5,628.1666666666666 
 08/01  10:45:00,19.049999999999998,67.5,198.25,640.75 
 08/01  10:50:00,19.266666666666667,66.66666666666667,198.0,653.3333333333334 
 08/01  10:55:00,19.483333333333336,65.83333333333333,197.75,665.9166666666666 
 08/01  11:00:00,19.7,65.0,197.5,678.5 
 08/01  11:05:00,19.875,64.25,197.25,691.0833333333334 
 08/01  11:10:00,20.05,63.5,197.0,703.6666666666667 
 08/01  11:15:00,20.224999999999999,62.75,196.75,716.25 
 08/01  11:20:00,20.400000000000003,62.0,196.5,728.8333333333334 
 08/01  11:25:00,20.575,61.25,196.25,741.4166666666666 
 08/01  11:30:00,20.75,60.5,196.0,754.0 
 08/01  11:35:00,20.925,59.75,195.33333333333335,762.9166666666666 
 08/01  11:40:00,21.1,59.0,194.66666666666667,771.8333333333334 
 08/01  11:45:00,21.275000000000003,58.25,194.0,780.75 
 08/01  11:50:00,21.45,57.5,193.33333333333335,789.6666666666667 
 08/01  11:55:00,21.625,56.75,192.66666666666669,798.5833333333333 
 08/01  12:00:00,21.8,56.0,192.0,807.5 
 08/01  12:05:00,21.991666666666668,55.33333333333333,191.33333333333332,816.4166666666667 
 08/01  12:10:00,22.183333333333335,54.66666666666667,190.66666666666667,825.3333333333334 
 08/01  12:15:00,22.375,54.0,190.0,834.25 
 08/01  12:20:00,22.56666666666667,53.333333333333339,189.33333333333335,843.1666666666666 
 08/01  12:25:00,22.758333333333334,52.666666666666667,188.66666666666667,852.0833333333334 
 08/01  12:30:00,22.950000000000004,52.0,188.0,861.0 
 08/01  12:35:00,23.141666666666667,51.33333333333333,187.25,865.5833333333334 
 08/01  12:40:00,23.333333333333337,50.66666666666667,186.5,870.1666666666666 
 08/01  12:45:00,23.525000000000003,50.0,185.75,874.75 
 08/01  12:50:00,23.71666666666667,49.33333333333333,185.0,879.3333333333334 
 08/01  12:55:00,23.908333333333336,48.66666666666667,184.25,883.9166666666667 
 08/01  13:00:00,24.1,48.0,183.5,888.5 
 08/01  13:05:00,24.31666666666667,47.5,182.75,893.0833333333333 
 08/01  13:10:00,24.533333333333336,47.0,182.0,897.6666666666667 
 08/01  13:15:00,24.750000000000005,46.5,181.25,902.25 
 08/01  13:20:00,24.96666666666667,46.0,180.5,906.8333333333334 
 08/01  13:25:00,25.18333333333333,45.5,179.75,911.4166666666666 
 08/01  13:30:00,25.4,45.0,179.0,916.0 
 08/01  13:35:00,25.616666666666668,44.5,178.0,916.3333333333334 
 08/01  13:40:00,25.833333333333333,44.0,177.0,916.6666666666666 
 08/01  13:45:00,26.049999999999998,43.5,176.0,917.0 
 08/01  13:50:00,26.266666666666667,43.0,175.0,917.3333333333333 
 08/01  13:55:00,26.48333333333333,42.5,174.0,917.6666666666667 
 08/01  14:00:00,26.7,42.0,173.0,918.0 
 08/01  14:05:00,26.866666666666665,41.75,172.0,918.3333333333334 
 08/01  14:10:00,27.03333333333333,41.5,171.0,918.6666666666666 
 08/01  14:15:00,27.2,41.25,170.0,919.0 
 08/01  14:20:00,27.366666666666668,41.0,169.0,919.3333333333334 
 08/01  14:25:00,27.53333333333333,40.75,168.0,919.6666666666666 
 08/01  14:30:00,27.7,40.5,167.0,920.0 
 08/01  14:35:00,27.866666666666668,40.25,165.91666666666667,915.0 
 08/01  14:40:00,28.03333333333333,40.0,164.83333333333335,910.0 
 08/01  14:45:00,28.2,39.75,163.75,905.0 
 08/01  14:50:00,28.366666666666668,39.5,162.66666666666667,900.0 
 08/01  14:55:00,28.53333333333333,39.25,161.58333333333332,895.0 
 08/01  15:00:00,28.7,39.0,160.5,890.0 
 08/01  15:05:00,28.90833333333333,38.5,159.41666666666669,885.0 
 08/01  15:10:00,29.116666666666668,38.0,158.33333333333332,880.0 
 08/01  15:15:00,29.325,37.5,157.25,875.0 
 08/01  15:20:00,29.533333333333336,37.0,156.16666666666669,870.0 
 08/01  15:25:00,29.741666666666665,36.5,155.08333333333335,865.0 
 08/01  15:30:00,29.95,36.0,154.0,860.0 
 08/01  15:35:00,30.15833333333333,35.5,152.5,850.25 
 08/01  15:40:00,30.366666666666668,35.0,151.0,840.5 
 08/01  15:45:00,30.575,34.5,149.5,830.75 
 08/01  15:50:00,30.78333333333333,34.0,148.0,821.0 
 08/01  15:55:00,30.991666666666668,33.5,146.5,811.25 
 08/01  16:00:00,31.2,33.0,145.0,801.5 
 08/01  16:05:00,31.391666666666667,31.916666666666669,143.5,791.75 
 08/01  16:10:00,31.583333333333333,30.833333333333333,142.0,782.0 
 08/01  16:15:00,31.775,29.75,140.5,772.25 
 08/01  16:20:00,31.96666666666667,28.66666666666667,139.0,762.5 
 08/01  16:25:00,32.15833333333333,27.58333333333333,137.5,752.75 
 08/01  16:30:00,32.35,26.5,136.0,743.0 
 08/01  16:35:00,32.541666666666667,25.416666666666666,133.75,730.1666666666666 
 08/01  16:40:00,32.733333333333337,24.333333333333337,131.5,717.3333333333334 
 08/01  16:45:00,32.925,23.25,129.25,704.5 
 08/01  16:50:00,33.11666666666667,22.166666666666669,127.0,691.6666666666666 
 08/01  16:55:00,33.30833333333333,21.083333333333333,124.75,678.8333333333334 
 08/01  17:00:00,33.5,20.0,122.5,666.0 
 08/01  17:05:00,33.541666666666667,20.0,120.25,653.1666666666667 
 08/01  17:10:00,33.583333333333339,20.0,118.0,640.3333333333333 
 08/01  17:15:00,33.625,20.0,115.75,627.5 
 08/01  17:20:00,33.66666666666667,20.0,113.5,614.6666666666666 
 08/01  17:25:00,33.70833333333333,20.0,111.25,601.8333333333334 
 08/01  17:30:00,33.75,20.0,109.0,589.0 
 08/01  17:35:00,33.79166666666667,20.0,105.58333333333333,573.0833333333333 
 08/01  17:40:00,33.83333333333333,20.0,102.16666666666667,557.1666666666667 
 08/01  17:45:00,33.875,20.0,98.75,541.25 
 08/01  17:50:00,33.91666666666667,20.0,95.33333333333333,525.3333333333333 
 08/01  17:55:00,33.95833333333333,20.0,91.91666666666667,509.4166666666667 
 08/01  18:00:00,34.0,20.0,88.5,493.5 
 08/01  18:05:00,34.03333333333333,19.916666666666666,85.08333333333334,477.58333333333339 
 08/01  18:10:00,34.06666666666667,19.833333333333337,81.66666666666666,461.66666666666665 
 08/01  18:15:00,34.1,19.75,78.25,445.75 
 08/01  18:20:00,34.13333333333333,19.666666666666669,74.83333333333334,429.8333333333333 
 08/01  18:25:00,34.166666666666667,19.583333333333333,71.41666666666667,413.9166666666667 
 08/01  18:30:00,34.2,19.5,68.0,398.0 
 08/01  18:35:00,34.233333333333337,19.416666666666666,62.33333333333333,382.0 
 08/01  18:40:00,34.266666666666669,19.333333333333337,56.66666666666667,366.0 
 08/01  18:45:00,34.3,19.25,51.0,350.0 
 08/01  18:50:00,34.333333333333339,19.166666666666669,45.333333333333339,334.0 
 08/01  18:55:00,34.36666666666667,19.083333333333333,39.66666666666667,318.0 
 08/01  19:00:00,34.4,19.0,34.0,302.0 
 08/01  19:05:00,34.391666666666669,19.333333333333333,28.333333333333333,286.0 
 08/01  19:10:00,34.38333333333333,19.666666666666669,22.66666666666666,270.0 
 08/01  19:15:00,34.375,20.0,0.0,0.0 
 08/01  19:20:00,34.36666666666667,20.333333333333337,0.0,0.0 
 08/01  19:25:00,34.35833333333333,20.666666666666666,0.0,0.0 
 08/01  19:30:00,34.349999999999997,21.0,0.0,0.0 
 08/01  19:35:00,34.34166666666667,21.333333333333337,0.0,0.0 
 08/01  19:40:00,34.33333333333333,21.666666666666666,0.0,0.0 
 08/01  19:45:00,34.324999999999999,22.0,0.0,0.0 
 08/01  19:50:00,34.31666666666666,22.333333333333337,0.0,0.0 
 08/01  19:55:00,34.30833333333333,22.666666666666666,0.0,0.0 
 08/01  20:00:00,34.3,23.0,0.0,0.0 
 08/01  20:05:00,34.18333333333333,23.5,0.0,0.0 
 08/01  20:10:00,34.06666666666666,24.0,0.0,0.0 
 08/01  20:15:00,33.949999999999999,24.5,0.0,0.0 
 08/01  20:20:00,33.83333333333333,25.0,0.0,0.0 
 08/01  20:25:00,33.71666666666666,25.5,0.0,0.0 
 08/01  20:30:00,33.599999999999997,26.0,0.0,0.0 
 08/01  20:35:00,33.483333333333337,26.5,0.0,0.0 
 08/01  20:40:00,33.36666666666666,27.0,0.0,0.0 
 08/01  20:45:00,33.25,27.5,0.0,0.0 
 08/01  20:50:00,33.13333333333333,28.0,0.0,0.0 
 08/01  20:55:00,33.016666666666669,28.5,0.0,0.0 
 08/01  21:00:00,32.9,29.0,0.0,0.0 
 08/01  21:05:00,32.641666666666669,29.5,0.0,0.0 
 08/01  21:10:00,32.38333333333333,30.0,0.0,0.0 
 08/01  21:15:00,32.125,30.5,0.0,0.0 
 08/01  21:20:00,31.866666666666668,31.0,0.0,0.0 
 08/01  21:25:00,31.60833333333333,31.5,0.0,0.0 
 08/01  21:30:00,31.35,32.0,0.0,0.0 
 08/01  21:35:00,31.09166666666667,32.5,0.0,0.0 
 08/01  21:40:00,30.833333333333337,33.0,0.0,0.0 
 08/01  21:45:00,30.575000000000004,33.5,0.0,0.0 
 08/01  21:50:00,30.316666666666668,34.0,0.0,0.0 
 08/01  21:55:00,30.058333333333335,34.5,0.0,0.0 
 08/01  22:00:00,29.8,35.0,0.0,0.0 
 08/01  22:05:00,29.558333333333335,35.49999999999999,0.0,0.0 
 08/01  22:10:00,29.31666666666667,36.0,0.0,0.0 
 08/01  22:15:00,29.075000000000004,36.5,0.0,0.0 
 08/01  22:20:00,28.833333333333337,37.0,0.0,0.0 
 08/01  22:25:00,28.59166666666667,37.5,0.0,0.0 
 08/01  22:30:00,28.35,38.0,0.0,0.0 
 08/01  22:35:00,28.108333333333336,38.5,0.0,0.0 
 08/01  22:40:00,27.866666666666668,39.0,0.0,0.0 
 08/01  22:45:00,27.624999999999998,39.5,0.0,0.0 
 08/01  22:50:00,27.383333333333334,40.0,0.0,0.0 
 08/01  22:55:00,27.141666666666667,40.5,0.0,0.0 
 08/01  23:00:00,26.9,41.0,0.0,0.0 
 08/01  23:05:00,26.691666666666664,41.416666666666667,0.0,0.0 
 08/01  23:10:00,26.483333333333336,41.833333333333339,0.0,0.0 
 08/01  23:15:00,26.275,42.25,0.0,0.0 
 08/01  23:20:00,26.066666666666668,42.66666666666667,0.0,0.0 
 08/01  23:25:00,25.85833333333333,43.08333333333333,0.0,0.0 
 08/01  23:30:00,25.65,43.5,0.0,0.0 
 08/01  23:35:00,25.441666666666668,43.91666666666667,0.0,0.0 
 08/01  23:40:00,25.233333333333336,44.33333333333333,0.0,0.0 
 08/01  23:45:00,25.025,44.75,0.0,0.0 
 08/01  23:50:00,24.816666666666664,45.16666666666667,0.0,0.0 
 08/01  23:55:00,24.60833333333333,45.583333333333339,0.0,0.0 
 08/01  24:00:00,24.4,46.0,0.0,0.0 
 08/02  00:05:00,24.25833333333333,46.416666666666667,0.0,0.0 
 08/02  00:10:00,24.116666666666668,46.833333333333339,0.0,0.0 
 08/02  00:15:00,23.974999999999999,47.25,0.0,0.0 
 08/02  00:20:00,23.833333333333337,47.66666666666667,0.0,0.0 
 08/02  00:25:00,23.691666666666664,48.08333333333333,0.0,0.0 
 08/02  00:30:00,23.549999999999998,48.5,0.0,0.0 
 08/02  00:35:00,23.40833333333333,48.91666666666667,0.0,0.0 
 08/02  00:40:00,23.266666666666667,49.333333333333339,0.0,0.0 
 08/02  00:45:00,23.125,49.75,0.0,0.0 
 08/02  00:50:00,22.983333333333336,50.166666666666667,0.0,0.0 
 08/02  00:55:00,22.84166666666667,50.583333333333339,0.0,0.0 
 08/02  01:00:00,22.7,51.0,0.0,0.0 
 08/02  01:05:00,22.616666666666668,51.25,0.0,0.0 
 08/02  01:10:00,22.533333333333336,51.5,0.0,0.0 
 08/02  01:15:00,22.45,51.75,0.0,0.0 
 08/02  01:20:00,22.366666666666668,52.00000000000001,0.0,0.0 
 08/02  01:25:00,22.28333333333333,52.25,0.0,0.0 
 08/02  01:30:00,22.2,52.5,0.0,0.0 
 08/02  01:35:00,22.116666666666668,52.75,0.0,0.0 
 08/02  01:40:00,22.03333333333333,53.0,0.0,0.0 
 08/02  01:45:00,21.95,53.25,0.0,0.0 
 08/02  01:50:00,21.866666666666665,53.5,0.0,0.0 
 08/02  01:55:00,21.78333333333333,53.75,0.0,0.0 
 08/02  02:00:00,21.7,54.0,0.0,0.0 
 08/02  02:05:00,21.591666666666666,54.25,0.0,0.0 
 08/02  02:10:00,21.48333333333333,54.5,0.0,0.0 
 08/02  02:15:00,21.375,54.75,0.0,0.0 
 08/02  02:20:00,21.266666666666667,55.00000000000001,0.0,0.0 
 08/02  02:25:00,21.15833333333333,55.25,0.0,0.0 
 08/02  02:30:00,21.049999999999998,55.5,0.0,0.0 
 08/02  02:35:00,20.941666666666668,55.75,0.0,0.0 
 08/02  02:40:00,20.833333333333333,56.0,0.0,0.0 
 08/02  02:45:00,20.724999999999999,56.25,0.0,0.0 
 08/02  02:50:00,20.616666666666668,56.5,0.0,0.0 
 08/02  02:55:00,20.508333333333334,56.75,0.0,0.0 
 08/02  03:00:00,20.4,57.0,0.0,0.0 
 08/02  03:05:00,20.28333333333333,57.5,0.0,0.0 
 08/02  03:10:00,20.166666666666669,58.0,0.0,0.0 
 08/02  03:15:00,20.049999999999998,58.5,0.0,0.0 
 08/02  03:20:00,19.933333333333335,59.00000000000001,0.0,0.0 
 08/02  03:25:00,19.816666666666664,59.49999999999999,0.0,0.0 
 08/02  03:30:00,19.7,60.0,0.0,0.0 
 08/02  03:35:00,19.583333333333333,60.5,0.0,0.0 
 08/02  03:40:00,19.46666666666667,61.0,0.0,0.0 
 08/02  03:45:00,19.35,61.5,0.0,0.0 
 08/02  03:50:00,19.233333333333336,62.0,0.0,0.0 
 08/02  03:55:00,19.116666666666665,62.5,0.0,0.0 
 08/02  04:00:00,19.0,63.0,0.0,0.0 
 08/02  04:05:00,18.924999999999998,63.333333333333339,0.0,0.0 
 08/02  04:10:00,18.85,63.666666666666667,0.0,0.0 
 08/02  04:15:00,18.775,64.0,0.0,0.0 
 08/02  04:20:00,18.700000000000004,64.33333333333334,0.0,0.0 
 08/02  04:25:00,18.625,64.66666666666666,0.0,0.0 
 08/02  04:30:00,18.55,65.0,0.0,0.0 
 08/02  04:35:00,18.475,65.33333333333333,0.0,0.0 
 08/02  04:40:00,18.4,65.66666666666667,0.0,0.0 
 08/02  04:45:00,18.325000000000004,66.0,0.0,0.0 
 08/02  04:50:00,18.25,66.33333333333333,0.0,0.0 
 08/02  04:55:00,18.175000000000006,66.66666666666667,0.0,0.0 
 08/02  05:00:00,18.1,67.0,0.0,0.0 
 08/02  05:05:00,18.083333333333337,67.08333333333333,0.0,0.0 
 08/02  05:10:00,18.06666666666667,67.16666666666667,0.0,0.0 
 08/02  05:15:00,18.05,67.25,6.75,0.0 
 08/02  05:20:00,18.033333333333336,67.33333333333334,7.5,0.0 
 08/02  05:25:00,18.016666666666667,67.41666666666666,8.25,0.0 
 08/02  05:30:00,18.0,67.5,9.0,0.0 
 08/02  05:35:00,17.983333333333336,67.58333333333334,12.500000000000002,0.16666666666666675 
 08/02  05:40:00,17.966666666666666,67.66666666666666,15.999999999999999,0.33333333333333328 
 08/02  05:45:00,17.95,67.75,19.5,0.5 
 08/02  05:50:00,17.933333333333335,67.83333333333334,22.999999999999998,0.6666666666666665 
 08/02  05:55:00,17.916666666666666,67.91666666666666,26.499999999999998,0.8333333333333333 
 08/02  06:00:00,17.9,68.0,30.0,1.0 
 08/02  06:05:00,17.841666666666666,68.25,33.5,1.1666666666666668 
 08/02  06:10:00,17.78333333333333,68.5,37.00000000000001,1.3333333333333335 
 08/02  06:15:00,17.724999999999999,68.75,40.5,1.5 
 08/02  06:20:00,17.666666666666666,69.0,44.0,1.6666666666666668 
 08/02  06:25:00,17.60833333333333,69.25,47.5,1.8333333333333333 
 08/02  06:30:00,17.549999999999998,69.5,51.0,2.0 
 08/02  06:35:00,17.491666666666668,69.75,54.333333333333339,7.083333333333336 
 08/02  06:40:00,17.43333333333333,70.0,57.666666666666667,12.166666666666665 
 08/02  06:45:00,17.375,70.25,61.0,17.25 
 08/02  06:50:00,17.316666666666668,70.5,64.33333333333333,22.33333333333333 
 08/02  06:55:00,17.258333333333334,70.75,67.66666666666667,27.416666666666666 
 08/02  07:00:00,17.2,71.0,71.0,32.5 
 08/02  07:05:00,17.099999999999999,71.5,74.33333333333333,37.583333333333339 
 08/02  07:10:00,17.0,72.0,77.66666666666667,42.66666666666667 
 08/02  07:15:00,16.9,72.5,81.0,47.75 
 08/02  07:20:00,16.8,73.0,84.33333333333334,52.833333333333339 
 08/02  07:25:00,16.7,73.5,87.66666666666666,57.916666666666667 
 08/02  07:30:00,16.6,74.0,91.0,63.0 
 08/02  07:35:00,16.5,74.5,93.25,75.25 
 08/02  07:40:00,16.4,75.0,95.5,87.5 
 08/02  07:45:00,16.3,75.5,97.75,99.75 
 08/02  07:50:00,16.2,76.0,100.0,112.0 
 08/02  07:55:00,16.1,76.5,102.25,124.24999999999999 
 08/02  08:00:00,16.0,77.0,104.5,136.5 
 08/02  08:05:00,16.0,76.91666666666666,106.75,148.75 
 08/02  08:10:00,16.0,76.83333333333334,109.0,161.00000000000004 
 08/02  08:15:00,16.0,76.75,111.25,173.25 
 08/02  08:20:00,16.0,76.66666666666667,113.5,185.5 
 08/02  08:25:00,16.0,76.58333333333333,115.75,197.75 
 08/02  08:30:00,16.0,76.5,118.0,210.0 
 08/02  08:35:00,16.0,76.41666666666666,119.16666666666666,226.66666666666669 
 08/02  08:40:00,16.0,76.33333333333333,120.33333333333334,243.33333333333332 
 08/02  08:45:00,16.0,76.25,121.5,260.0 
 08/02  08:50:00,16.0,76.16666666666667,122.66666666666666,276.66666666666665 
 08/02  08:55:00,16.0,76.08333333333333,123.83333333333334,293.3333333333333 
 08/02  09:00:00,16.0,76.0,125.0,310.0 
 08/02  09:05:00,16.116666666666668,75.49999999999999,126.16666666666666,326.6666666666667 
 08/02  09:10:00,16.233333333333336,75.0,127.33333333333334,343.33333333333339 
 08/02  09:15:00,16.35,74.5,128.5,360.0 
 08/02  09:20:00,16.46666666666667,74.0,129.66666666666667,376.6666666666667 
 08/02  09:25:00,16.583333333333333,73.5,130.83333333333335,393.3333333333333 
 08/02  09:30:00,16.7,73.0,132.0,410.0 
